SeriesInstanceUID,dcm_file_count
1.2.826.0.1.3680043.8.498.53901559167152323145544804007672160819,136
1.2.826.0.1.3680043.8.498.53947155422591684879953627516013605305,373
1.2.826.0.1.3680043.8.498.53949649929164408424616288072855257470,208
1.2.826.0.1.3680043.8.498.53969940423532149651279340653899073644,488
1.2.826.0.1.3680043.8.498.53972120099963092974563736239908025318,240
1.2.826.0.1.3680043.8.498.54004332357623718869252190645825125457,152
1.2.826.0.1.3680043.8.498.54010234416446061760774669923509453223,1
1.2.826.0.1.3680043.8.498.54076726005870476818114764066228017384,72
1.2.826.0.1.3680043.8.498.54122954140540296554145051748640060372,449
1.2.826.0.1.3680043.8.498.54147016398998885730387711777686660439,69
1.2.826.0.1.3680043.8.498.54162545088087853349436221426998767337,40
1.2.826.0.1.3680043.8.498.54171001892879510519922496969478071456,36
1.2.826.0.1.3680043.8.498.54229447415233291865152566692412623562,33
1.2.826.0.1.3680043.8.498.54238024426103839199853449126083352331,272
1.2.826.0.1.3680043.8.498.54267672838910488254175504901855341659,168
1.2.826.0.1.3680043.8.498.54278809740045103779495962261819152575,30
1.2.826.0.1.3680043.8.498.54281946541008473368224204907238101702,241
1.2.826.0.1.3680043.8.498.54350529597702718966358810323670526379,128
1.2.826.0.1.3680043.8.498.54363957303572420704641689431573776882,184
1.2.826.0.1.3680043.8.498.54368714704941627927113673266231917977,43
1.2.826.0.1.3680043.8.498.54376179969471036242570105782735648119,175
1.2.826.0.1.3680043.8.498.54447802640120313754020234069804183337,37
1.2.826.0.1.3680043.8.498.54471289915077214069932809228926999698,467
1.2.826.0.1.3680043.8.498.54493953178667074453498665060515485324,201
1.2.826.0.1.3680043.8.498.54505273219907798567882573473568289931,38
1.2.826.0.1.3680043.8.498.54536086215398755594326827768564483706,88
1.2.826.0.1.3680043.8.498.54601997800691994882157738443052708709,112
1.2.826.0.1.3680043.8.498.54631473474334766582073789046618511010,264
1.2.826.0.1.3680043.8.498.54633011384736192290591050215308039540,20
1.2.826.0.1.3680043.8.498.54687371987509643410247830418388435807,42
1.2.826.0.1.3680043.8.498.54704763443411545078431538035683930390,285
1.2.826.0.1.3680043.8.498.54780676265484590348177862708300200503,33
1.2.826.0.1.3680043.8.498.54806056510474199646405568086385281120,1
1.2.826.0.1.3680043.8.498.54834359075581515268774844138153305939,186
1.2.826.0.1.3680043.8.498.54842744527557775526326812986426236552,219
1.2.826.0.1.3680043.8.498.54865110953409154322874363435644372368,168
1.2.826.0.1.3680043.8.498.54906438214987225649592379084494732190,168
1.2.826.0.1.3680043.8.498.54919900404675638939989272299821687077,535
1.2.826.0.1.3680043.8.498.54932357810070520983714817974419699006,41
1.2.826.0.1.3680043.8.498.54945937547396809705103978798121765227,48
1.2.826.0.1.3680043.8.498.54946536871644307161766767010831996806,291
1.2.826.0.1.3680043.8.498.54960100381380056853070160563615135717,714
1.2.826.0.1.3680043.8.498.54974738623294356917059674969767228385,204
1.2.826.0.1.3680043.8.498.54986912444417486535456186247214930863,27
1.2.826.0.1.3680043.8.498.54995046890244844619428693288281206240,873
1.2.826.0.1.3680043.8.498.55037011404554315490872133269302987683,569
1.2.826.0.1.3680043.8.498.55048842051334203665261922752906430051,289
1.2.826.0.1.3680043.8.498.55051557363776453883164282380323354147,152
1.2.826.0.1.3680043.8.498.55059813335313689207953668407134096515,277
1.2.826.0.1.3680043.8.498.55084927288606454362514871089650310251,120
1.2.826.0.1.3680043.8.498.55175650169844515012896515790342635990,205
1.2.826.0.1.3680043.8.498.55190777977920349777703252344775040307,34
1.2.826.0.1.3680043.8.498.55226149044072580805293638707328086721,74
1.2.826.0.1.3680043.8.498.55247580346181205853919196634349103628,152
1.2.826.0.1.3680043.8.498.55265652201203061545693868042203696496,136
1.2.826.0.1.3680043.8.498.55301009796055277744492750590141398353,989
1.2.826.0.1.3680043.8.498.55305131253249378960600842834050251239,205
1.2.826.0.1.3680043.8.498.55312140736376805090207300509119568749,80
1.2.826.0.1.3680043.8.498.55318153291426426904172016564090080444,927
1.2.826.0.1.3680043.8.498.55335626170859465016687259915777364744,39
1.2.826.0.1.3680043.8.498.55399705569028068140162342049301766273,307
1.2.826.0.1.3680043.8.498.55488327185838610775935428587109263994,363
1.2.826.0.1.3680043.8.498.55512732144223952049198169416830065883,146
1.2.826.0.1.3680043.8.498.55520651046049733868642268089599441721,192
1.2.826.0.1.3680043.8.498.55616109777190542582154254572099937479,276
1.2.826.0.1.3680043.8.498.55628010826560294445039614814696821833,116
1.2.826.0.1.3680043.8.498.55648444907680768134329685812877674779,328
1.2.826.0.1.3680043.8.498.55668777314721696369324603119976410572,929
1.2.826.0.1.3680043.8.498.55696552269764868238286913936985898297,774
1.2.826.0.1.3680043.8.498.55699653294128612663888118761399649807,163
1.2.826.0.1.3680043.8.498.55739661839410824277181104551132162001,793
1.2.826.0.1.3680043.8.498.55749842421401170891863314903631423448,57
1.2.826.0.1.3680043.8.498.55758251500837089096142695115162600360,496
1.2.826.0.1.3680043.8.498.55821559323031324125598809716887718644,25
1.2.826.0.1.3680043.8.498.55842513583959788633621451208426913881,783
1.2.826.0.1.3680043.8.498.55863640077341838266153432351530990101,160
1.2.826.0.1.3680043.8.498.55930307007855869443238597770657089494,284
1.2.826.0.1.3680043.8.498.55937040234860540423283815039126168212,164
1.2.826.0.1.3680043.8.498.55938217781795003728162325567227888551,176
1.2.826.0.1.3680043.8.498.55948936024722340193987053115675558858,69
1.2.826.0.1.3680043.8.498.55964269279448057565698675928709130155,311
1.2.826.0.1.3680043.8.498.56028621842279709288819749734145960424,303
1.2.826.0.1.3680043.8.498.56109731607412273442907651635753012241,427
1.2.826.0.1.3680043.8.498.56110291851048020997480352359185668962,1
1.2.826.0.1.3680043.8.498.56141022535586733370230113263167850285,1
1.2.826.0.1.3680043.8.498.56142073200924234294354462376733889525,146
1.2.826.0.1.3680043.8.498.56180749194370338483866700937313081236,27
1.2.826.0.1.3680043.8.498.56188383184149183204095060042155448805,197
1.2.826.0.1.3680043.8.498.56222999331067503423242588210365055932,1
1.2.826.0.1.3680043.8.498.56293029669994805478603719580312234847,52
1.2.826.0.1.3680043.8.498.56322844580807501035786457195896433956,64
1.2.826.0.1.3680043.8.498.56327521898715091984887130939499740321,240
1.2.826.0.1.3680043.8.498.56328756943752737540511573730702708506,205
1.2.826.0.1.3680043.8.498.56334320741999193504256116638763655155,192
1.2.826.0.1.3680043.8.498.56337640549951670461430757170804881697,305
1.2.826.0.1.3680043.8.498.56373843578914581208956317305275792766,35
1.2.826.0.1.3680043.8.498.56387485867320984630828828611574522378,651
1.2.826.0.1.3680043.8.498.56439127051534836240058511267111430522,234
1.2.826.0.1.3680043.8.498.56440186271353153153620925893026843003,400
1.2.826.0.1.3680043.8.498.56451779671665117435401547961657217694,54
1.2.826.0.1.3680043.8.498.56452001645629626737564865309959369054,112
1.2.826.0.1.3680043.8.498.56479623144539472445940519727300319231,96
1.2.826.0.1.3680043.8.498.56484174270258638247962554662288521375,34
1.2.826.0.1.3680043.8.498.56489063510757870375888410420509285393,33
1.2.826.0.1.3680043.8.498.56500110191652254535448260494702091511,42
1.2.826.0.1.3680043.8.498.56558494121655487833917408299552842260,19
1.2.826.0.1.3680043.8.498.56631529604436210929147124744211680797,72
1.2.826.0.1.3680043.8.498.56631565457717021899783801563858709864,671
1.2.826.0.1.3680043.8.498.56711110281453681820816721432435728641,252
1.2.826.0.1.3680043.8.498.56723402161213716214762609303844302547,231
1.2.826.0.1.3680043.8.498.56726390254369861610098885035038644698,705
1.2.826.0.1.3680043.8.498.56739320810531307882517707977039305943,43
1.2.826.0.1.3680043.8.498.56741446766346894360313988012027547587,64
1.2.826.0.1.3680043.8.498.56742619731001147300393842609970325394,202
1.2.826.0.1.3680043.8.498.56753926546783934239535582148298130873,58
1.2.826.0.1.3680043.8.498.56757688668148040363645856623168890423,176
1.2.826.0.1.3680043.8.498.56808088235832746829129175263385594607,78
1.2.826.0.1.3680043.8.498.56811352722708781951312526621542180484,30
1.2.826.0.1.3680043.8.498.56818810586458223543059766017501935456,26
1.2.826.0.1.3680043.8.498.56824272407272948274579006239685543452,33
1.2.826.0.1.3680043.8.498.56850261244686077321836223805515834806,205
1.2.826.0.1.3680043.8.498.56867346585094457716984380929416039466,893
1.2.826.0.1.3680043.8.498.56898464828846559921774776357674529501,34
1.2.826.0.1.3680043.8.498.56947338514379706927399947630113679715,467
1.2.826.0.1.3680043.8.498.56963554359901154333499485843914520884,830
1.2.826.0.1.3680043.8.498.56964038810871813533180359931384508796,537
1.2.826.0.1.3680043.8.498.56972658073992581258010431139731074087,796
1.2.826.0.1.3680043.8.498.56999443336490650494035575953368751525,1
1.2.826.0.1.3680043.8.498.57053360345247672301732755530448004595,67
1.2.826.0.1.3680043.8.498.57159501677645273844546617115034978822,168
1.2.826.0.1.3680043.8.498.57175226355721707859208793005707256633,23
1.2.826.0.1.3680043.8.498.57239010751728617533662884769916244539,188
1.2.826.0.1.3680043.8.498.57243836799960813700928606002003102737,553
1.2.826.0.1.3680043.8.498.57273096020819966441123339060557462721,177
1.2.826.0.1.3680043.8.498.57295451550670979695930636846746586334,1
1.2.826.0.1.3680043.8.498.57299517604017734998111828509091905186,193
1.2.826.0.1.3680043.8.498.57348341956977938697626632934674839942,590
1.2.826.0.1.3680043.8.498.57391030471116801854240065198810431466,714
1.2.826.0.1.3680043.8.498.57397677856362635968041345746567057331,192
1.2.826.0.1.3680043.8.498.57421145055806491576844566454721102510,66
1.2.826.0.1.3680043.8.498.57447831056286133105661594370202108811,172
1.2.826.0.1.3680043.8.498.57457761338274198865340028161039943021,601
1.2.826.0.1.3680043.8.498.57494727272448217653486810064050641810,1
1.2.826.0.1.3680043.8.498.57498602866070865200179559537493276138,200
1.2.826.0.1.3680043.8.498.57538658243054527374593493525349160161,20
1.2.826.0.1.3680043.8.498.57549050480057779776112012685340346288,122
1.2.826.0.1.3680043.8.498.57571614110713172938445277848220832736,1
1.2.826.0.1.3680043.8.498.57578115962581482571793364265169300323,204
1.2.826.0.1.3680043.8.498.57578229421271351856503491789054265190,30
1.2.826.0.1.3680043.8.498.57601851389266835687858400163671142335,516
1.2.826.0.1.3680043.8.498.57657345453354846292416585174452067651,268
1.2.826.0.1.3680043.8.498.57710465964416633144372539682560752232,40
1.2.826.0.1.3680043.8.498.57711119742470809357091507712758068631,31
1.2.826.0.1.3680043.8.498.57713853773051241641753577293529140569,1
1.2.826.0.1.3680043.8.498.57786747171285132817448516521028808460,1
1.2.826.0.1.3680043.8.498.57801812352381826359139772986642310003,503
1.2.826.0.1.3680043.8.498.57883860342392736513386007854621904708,505
1.2.826.0.1.3680043.8.498.57952857036226890974983717864399504595,25
1.2.826.0.1.3680043.8.498.57981189400540639715305541133864142671,346
1.2.826.0.1.3680043.8.498.58002472000298673282583716693474503211,257
1.2.826.0.1.3680043.8.498.58031681175140394217101072855030384165,27
1.2.826.0.1.3680043.8.498.58059033292642078236263351228086134097,551
1.2.826.0.1.3680043.8.498.58087216926496188310807275857137383512,569
1.2.826.0.1.3680043.8.498.58091547531405967521379664996324707473,295
1.2.826.0.1.3680043.8.498.58200228159445444230540866519094179177,139
1.2.826.0.1.3680043.8.498.58203053514131032708409994260051774681,553
1.2.826.0.1.3680043.8.498.58207377463057728877763676083525829095,27
1.2.826.0.1.3680043.8.498.58216311653059398654231199252227144593,80
1.2.826.0.1.3680043.8.498.58229227103808786841461614390469757765,27
1.2.826.0.1.3680043.8.498.58396654115790491705460442015840632430,233
1.2.826.0.1.3680043.8.498.58425100085999499500034973371548054020,152
1.2.826.0.1.3680043.8.498.58435578001003472053194968059238308755,176
1.2.826.0.1.3680043.8.498.58451292451520550834467596828575726648,148
1.2.826.0.1.3680043.8.498.58468135482377525250898371382572458564,36
1.2.826.0.1.3680043.8.498.58517995954887623581845676757124291530,192
1.2.826.0.1.3680043.8.498.58549969738343830674191276257014554723,374
1.2.826.0.1.3680043.8.498.58589055647662366504429258517414401474,75
1.2.826.0.1.3680043.8.498.58611233316672173480399067136043036711,261
1.2.826.0.1.3680043.8.498.58622538143816078830699920318214514890,160
1.2.826.0.1.3680043.8.498.58626949365479028757124210649277707297,343
1.2.826.0.1.3680043.8.498.58828593432350110158220693490234367284,120
1.2.826.0.1.3680043.8.498.58829583985087199452335916284145586871,208
1.2.826.0.1.3680043.8.498.58832411696353843084435340279760631511,289
1.2.826.0.1.3680043.8.498.58836491756512100392861971253995833620,518
1.2.826.0.1.3680043.8.498.58839417089022860359638460482101293080,78
1.2.826.0.1.3680043.8.498.58846672808592864942047385190246151832,177
1.2.826.0.1.3680043.8.498.58873231445338517052919830990168909461,911
1.2.826.0.1.3680043.8.498.58909458818103411432775925381908491555,172
1.2.826.0.1.3680043.8.498.58952827727318722266088330937076164751,38
1.2.826.0.1.3680043.8.498.59007637167260097394144630249151736772,1
1.2.826.0.1.3680043.8.498.59016132755506158147416608396853614204,116
1.2.826.0.1.3680043.8.498.59018099324028065061081106075364858386,191
1.2.826.0.1.3680043.8.498.59110995359388445516075570013884350504,122
1.2.826.0.1.3680043.8.498.59130959901886851208017235423936207668,148
1.2.826.0.1.3680043.8.498.59150546058906697383274659656926578781,275
1.2.826.0.1.3680043.8.498.59156353164444888531114726550615717510,1
1.2.826.0.1.3680043.8.498.59217013925703128492481666800804211081,120
1.2.826.0.1.3680043.8.498.59227968247428846173393309582894694257,137
1.2.826.0.1.3680043.8.498.59250211004092204732207578659831171498,124
1.2.826.0.1.3680043.8.498.59313692690466030428831570784162370646,1
1.2.826.0.1.3680043.8.498.59321031989170539770517544048571714746,185
1.2.826.0.1.3680043.8.498.59324210297888185828593696592904617917,489
1.2.826.0.1.3680043.8.498.59330589779494985714479557020893291086,140
1.2.826.0.1.3680043.8.498.59380459869079746349850944382915371649,136
1.2.826.0.1.3680043.8.498.59436010218394855483523108595162144650,136
1.2.826.0.1.3680043.8.498.59439559274145706846002952159270078377,137
1.2.826.0.1.3680043.8.498.59443674780502123216715074701225517721,527
1.2.826.0.1.3680043.8.498.59447002469281765461689400425187817505,81
1.2.826.0.1.3680043.8.498.59452410366867734890186149683770484652,188
1.2.826.0.1.3680043.8.498.59481204824756041518715405071307076915,199
1.2.826.0.1.3680043.8.498.59503336346805857188788057486862268854,128
1.2.826.0.1.3680043.8.498.59517239580751982982832341745239741598,336
1.2.826.0.1.3680043.8.498.59538010309137561846906817906816483651,1
1.2.826.0.1.3680043.8.498.59573491850903233798588691266317116105,238
1.2.826.0.1.3680043.8.498.59587765465533857211514417793068050872,272
1.2.826.0.1.3680043.8.498.59610858729157716944653913218334371432,265
1.2.826.0.1.3680043.8.498.59642221228334149889715079049500176747,262
1.2.826.0.1.3680043.8.498.59649738901080755732861537901378237650,281
1.2.826.0.1.3680043.8.498.59677288362084816620739959333299890762,224
1.2.826.0.1.3680043.8.498.59698537054586113321309502576644955661,33
1.2.826.0.1.3680043.8.498.59709782455561630552427877395195647137,834
1.2.826.0.1.3680043.8.498.59762212481171086653428347730634980232,164
1.2.826.0.1.3680043.8.498.59783221281136817553977865172060305226,924
1.2.826.0.1.3680043.8.498.59810677785996687887342350829480309190,476
1.2.826.0.1.3680043.8.498.59814154520989461963808286050071101447,833
1.2.826.0.1.3680043.8.498.59864547904283655583099779482011009825,27
1.2.826.0.1.3680043.8.498.59885946763413511681809304824074691659,524
1.2.826.0.1.3680043.8.498.59896832506841553370280764980536155206,99
1.2.826.0.1.3680043.8.498.59934779413089759685331417432235020206,240
1.2.826.0.1.3680043.8.498.59945860374739562788975869275435840740,67
1.2.826.0.1.3680043.8.498.59965527610506029778829970250595763519,280
1.2.826.0.1.3680043.8.498.60057241419501357845897067877043600001,141
1.2.826.0.1.3680043.8.498.60059095932338144705146816215756125002,212
1.2.826.0.1.3680043.8.498.60219603709274345069086052354440632029,208
1.2.826.0.1.3680043.8.498.60227900178407155589224145984393659277,22
1.2.826.0.1.3680043.8.498.60248955459024464987966865822192722296,446
1.2.826.0.1.3680043.8.498.60267505498722587333948924217885727793,28
1.2.826.0.1.3680043.8.498.60420700810182523299765016927552787250,752
1.2.826.0.1.3680043.8.498.60430817307440717924861327205987712539,37
1.2.826.0.1.3680043.8.498.60432141969017867403150622366080165866,1
1.2.826.0.1.3680043.8.498.60441582180187779674962336057470035090,609
1.2.826.0.1.3680043.8.498.60488600735894295045569889791231891565,441
1.2.826.0.1.3680043.8.498.60505409881127481859863007823480463229,344
1.2.826.0.1.3680043.8.498.60527056769984793583506506048139929552,192
1.2.826.0.1.3680043.8.498.60535230017781034976587085707092406738,876
